ID,Name,Age,Position,Height,Weight,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,DraftCategory,DraftPick
anthony-randolph-1,Anthony Randolph,18,Forward,208,92,2008,LSU,SEC,31,31,32.8,5.9,12.7,.464,5.8,12.1,.483,0.1,0.6,.105,3.7,5.4,.693,2.8,5.7,8.5,1.2,1.1,2.3,3.0,2.7,15.6,5.66,,.511,.467,.048,.421,,,,14.2,8.5,,4.6,16.3,28.0,1.1,2.3,3.5,.136,Top15,14
robin-lopez-1,Robin Lopez,20,Center,213,115,2008,Stanford,Pac-10,36,30,24.5,3.9,7.3,.534,3.9,7.3,.533,0.0,0.0,1.000,2.4,3.7,.652,2.6,3.1,5.7,0.6,0.5,2.3,1.8,2.6,10.2,6.95,,.565,.536,.004,.504,,,,13.3,5.4,,6.8,16.2,22.7,1.8,4.1,5.9,.269,Top15,15
marreese-speights-1,Marreese Speights,20,Center,208,111,2008,Florida,SEC,36,36,24.3,6.0,9.6,.624,6.0,9.6,.624,0.0,0.0,,2.5,3.6,.692,2.6,5.5,8.1,0.9,0.4,1.4,1.7,2.3,14.5,4.98,,.640,.624,.000,.376,,,,,,,,13.2,,3.8,3.1,6.8,.313,Top30,16
roy-hibbert-1,Roy Hibbert,21,Center,218,126,2008,Georgetown,Big East,34,34,26.3,5.3,8.6,.609,5.2,8.6,.605,0.1,0.1,1.000,2.7,4.2,.646,2.2,4.1,6.4,1.9,0.5,2.2,1.7,2.7,13.4,7.23,,.626,.614,.010,.490,,,,14.5,16.6,,6.3,13.6,25.9,3.5,3.3,6.8,.305,Top30,17
javale-mcgee-1,JaVale McGee,20,Forward,213,107,2008,Nevada,WAC,33,31,27.3,5.7,10.8,.529,5.3,9.5,.556,0.4,1.3,.333,2.2,4.3,.525,2.5,4.8,7.3,0.6,0.8,2.8,2.4,2.5,14.1,-0.11,,.550,.549,.118,.395,,,,15.1,4.7,,6.7,15.9,27.7,1.8,2.2,4.0,.179,Top30,18
jj-hickson-1,J.J. Hickson,19,Forward,206,109,2008,NC State,ACC,31,26,28.7,5.3,8.9,.591,5.3,8.9,.593,0.0,0.0,.000,4.3,6.3,.677,2.6,5.9,8.5,1.0,0.7,1.5,2.7,1.9,14.8,9.06,,.621,.591,.004,.707,,,,17.4,9.2,,3.5,18.4,26.8,3.2,0.7,3.9,.175,Top30,19
ryan-anderson-1,Ryan Anderson,20,Forward,206,97,2008,California,Pac-10,33,33,32.8,7.0,14.2,.490,5.0,9.5,.530,1.9,4.7,.410,5.2,6.0,.869,3.0,6.9,9.9,1.4,0.4,0.5,2.2,2.2,21.1,8.45,,.618,.559,.333,.424,,,,17.9,9.7,,1.1,11.6,29.4,4.4,1.1,5.5,.204,Top30,21
courtney-lee-1,Courtney Lee,22,Guard,196,90,2008,Western Kentucky,Sun Belt,36,36,30.0,7.2,15.1,.477,5.3,10.3,.515,1.9,4.8,.397,4.1,5.0,.822,1.3,3.5,4.9,2.1,1.8,0.8,2.3,2.4,20.4,0.24,,.585,.541,.320,.331,,,,,,,,11.8,,4.0,2.9,6.9,.256,Top30,22
kosta-koufos-1,Kosta Koufos,19,Forward,213,120,2008,Ohio State,Big Ten,37,35,27.1,6.0,11.8,.508,5.4,10.1,.535,0.6,1.7,.349,1.8,2.7,.680,2.6,4.0,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97,,.551,.533,.144,.229,,,,,,,,10.2,,2.3,2.9,5.3,.211,Top30,23
george-hill-1,George Hill,22,Guard,188,81,2008,IUPUI,Summit,32,32,36.8,6.9,12.6,.545,5.3,9.2,.580,1.5,3.4,.450,6.2,7.7,.812,1.5,5.2,6.8,4.3,1.8,0.4,2.9,2.8,21.5,-2.41,,.661,.605,.270,.606,,,,12.1,24.2,,0.8,15.3,28.1,5.7,2.1,7.8,.266,Top30,26
darrell-arthur-1,Darrell Arthur,20,Forward,206,102,2008,Kansas,Big 12,40,39,24.7,5.4,9.9,.543,5.3,9.6,.555,0.1,0.3,.167,2.0,2.9,.702,2.3,4.0,6.3,0.8,0.5,1.3,1.9,3.0,12.8,8.20,,.569,.546,.030,.289,,,,,,,,14.3,,2.5,3.3,5.8,.234,Top30,27
donte-greene-1,Donte Greene,20,Forward,211,102,2008,Syracuse,Big East,35,35,35.8,6.2,14.9,.418,3.7,7.4,.492,2.6,7.5,.345,2.7,3.8,.707,1.7,5.5,7.2,2.0,1.3,1.6,2.6,2.9,17.7,7.96,,.531,.505,.501,.255,,,,10.8,10.6,,2.9,13.5,24.9,1.9,2.0,3.9,.124,Top30,28
dj-white-1,D.J. White,21,Forward,206,113,2008,Indiana,Big Ten,33,33,33.5,6.5,10.8,.605,6.5,10.7,.607,0.0,0.1,.333,4.3,6.2,.689,3.0,7.3,10.3,0.8,0.8,1.6,1.9,2.5,17.4,6.08,,.632,.606,.008,.577,,,,18.0,5.2,,3.5,12.2,23.8,4.2,3.4,7.6,.275,Top30,29
jr-giddens-1,J.R. Giddens,23,Guard,196,97,2008,New Mexico,MWC,33,33,32.2,6.4,12.3,.516,5.6,10.1,.557,0.8,2.3,.333,2.8,4.8,.586,1.7,7.1,8.8,3.1,1.4,1.2,2.2,1.9,16.3,1.72,,.558,.547,.184,.386,,,,16.8,22.5,,3.0,13.2,27.4,2.5,4.7,7.2,.269,Top30,30
walter-sharpe-1,Walter Sharpe,21,Forward,206,111,2008,Alabama-Birmingham,CUSA,12,10,24.9,5.7,10.8,.523,5.7,10.6,.535,0.0,0.3,.000,2.8,5.4,.523,1.8,5.0,6.8,1.7,1.2,1.8,2.8,3.0,14.2,2.09,,.528,.523,.023,.500,,,,15.6,16.8,,5.2,17.4,33.0,0.5,1.2,1.7,.228,Top45,32
joey-dorsey-1,Joey Dorsey,24,Forward,203,121,2008,Memphis,CUSA,38,33,25.2,2.8,4.4,.647,2.8,4.4,.647,0.0,0.0,,1.2,3.1,.378,3.5,6.0,9.5,0.5,1.1,1.9,1.1,2.8,6.9,5.76,,.584,.647,.000,.713,,,,20.3,3.5,,5.4,15.5,13.1,1.4,6.0,7.5,.311,Top45,33
mario-chalmers-1,Mario Chalmers,22,Guard,185,86,2008,Kansas,Big 12,39,38,30.0,4.2,8.2,.516,2.3,4.2,.562,1.9,4.0,.468,2.5,3.3,.746,0.4,2.7,3.1,4.3,2.5,0.6,1.9,2.5,12.8,8.20,,.656,.631,.491,.409,,,,,,,,16.5,,4.1,3.4,7.5,.257,Top45,34
deandre-jordan-1,DeAndre Jordan,19,Center,211,113,2008,Texas A&M,Big 12,35,21,20.1,3.2,5.2,.617,3.2,5.2,.617,0.0,0.0,,1.5,3.4,.437,1.9,4.1,6.0,0.4,0.2,1.3,1.6,1.9,7.9,7.46,,.580,.617,.000,.650,,,,,,,,19.2,,1.6,2.8,4.4,.249,Top45,35
kyle-weaver-1,Kyle Weaver,22,Guard,198,91,2008,Washington State,Pac-10,35,35,33.1,3.9,8.5,.463,3.3,6.6,.491,0.7,1.9,.364,3.6,4.9,.733,1.1,4.2,5.3,4.3,1.7,0.7,2.8,1.9,12.2,6.35,,.561,.503,.221,.577,,,,,,,,20.3,,2.4,3.6,6.0,.207,Top45,38
sonny-weems-1,Sonny Weems,21,Forward,198,92,2008,Arkansas,SEC,34,34,31.4,5.8,12.5,.464,4.2,8.2,.513,1.6,4.3,.370,1.8,2.2,.803,1.6,2.8,4.5,2.6,1.3,0.2,2.8,2.2,15.0,6.73,,.552,.527,.344,.179,,,,8.3,17.3,,0.5,17.2,25.4,2.2,1.6,3.8,.141,Top45,39
sean-singletary-1,Sean Singletary,22,Guard,183,83,2008,Virginia,ACC,33,33,34.0,6.2,14.4,.426,4.4,9.6,.456,1.8,4.8,.367,5.7,6.7,.851,0.8,3.1,3.8,6.1,1.8,0.0,3.9,2.7,19.8,5.63,,.562,.487,.332,.466,,,,6.3,37.7,,0.1,18.0,29.9,3.0,1.7,4.6,.164,Top45,42
pat-ewing-1,Pat Ewing,24,Forward,203,108,2008,Georgetown,Big East,34,12,21.7,2.2,4.1,.529,1.8,2.8,.649,0.4,1.4,.283,1.4,2.1,.658,1.4,2.8,4.2,1.8,1.0,0.7,1.6,2.4,6.1,7.23,,.598,.575,.329,.521,,,,11.6,16.0,,2.3,23.6,17.1,1.4,2.0,3.4,.184,Top45,43
trent-plaisted-1,Trent Plaisted,21,Forward,211,111,2008,BYU,MWC,35,35,27.4,5.8,10.7,.542,5.8,10.7,.542,0.0,0.0,,4.0,7.4,.542,2.1,5.5,7.7,1.5,0.4,1.0,2.4,2.3,15.6,1.33,,.549,.542,.000,.697,,,,15.5,13.0,,2.5,14.5,30.3,2.3,3.0,5.3,.221,Top60,46
malik-hairston-1,Malik Hairston,21,Guard,198,99,2008,Oregon,Pac-10,31,31,31.5,5.7,10.8,.525,4.0,6.9,.577,1.7,3.9,.433,3.3,4.5,.732,1.5,3.4,4.8,2.1,0.6,0.8,1.8,2.9,16.3,7.65,,.630,.603,.358,.412,,,,9.3,14.0,,1.8,12.1,24.2,3.5,1.0,4.5,.184,Top60,48
richard-hendrix-1,Richard Hendrix,21,Forward,206,115,2008,Alabama,SEC,32,32,30.6,7.2,12.0,.598,7.1,11.8,.604,0.1,0.2,.286,3.4,6.3,.537,3.7,6.4,10.1,1.6,1.3,1.9,1.7,2.9,17.8,5.70,,.594,.601,.018,.525,,,,,,,,10.3,,3.2,2.9,6.1,.248,Top60,49
devon-hardin-1,DeVon Hardin,21,Center,211,113,2008,California,Pac-10,30,26,23.8,3.3,5.9,.554,3.3,5.9,.554,0.0,0.0,,2.8,4.4,.636,1.8,5.6,7.4,0.7,0.6,1.2,1.4,2.5,9.3,8.45,,.584,.554,.000,.746,,,,18.3,5.3,,3.5,15.2,19.8,1.4,1.2,2.7,.150,Top60,50
shan-foster-1,Shan Foster,21,Guard,198,92,2008,Vanderbilt,SEC,34,34,33.7,7.1,13.6,.523,3.2,5.2,.610,3.9,8.4,.469,2.1,2.8,.760,1.1,3.8,4.9,1.6,1.1,0.2,1.7,1.9,20.3,5.54,,.679,.667,.618,.207,,,,8.4,10.7,,0.5,10.2,24.2,5.5,1.0,6.5,.227,Top60,51
darnell-jackson-1,Darnell Jackson,22,Forward,206,114,2008,Kansas,Big 12,40,35,24.3,4.3,6.8,.626,4.2,6.7,.633,0.1,0.2,.333,2.6,3.7,.691,2.0,4.7,6.7,1.1,0.8,0.5,1.3,2.3,11.2,8.20,,.650,.630,.022,.546,,,,,,,,12.9,,3.5,2.8,6.3,.259,Top60,52
maarty-leunen-1,Maarty Leunen,22,Forward,206,99,2008,Oregon,Pac-10,32,32,34.7,4.9,8.8,.559,3.1,5.0,.609,1.8,3.8,.492,3.5,4.4,.789,2.2,7.0,9.2,2.8,0.9,0.3,1.6,2.4,15.2,7.65,,.696,.664,.427,.505,,,,16.0,15.6,,0.7,12.5,18.6,4.3,1.2,5.5,.197,Top60,54
sasha-kaun-1,Sasha Kaun,23,Center,211,113,2008,Kansas,Big 12,40,6,17.7,2.7,4.4,.619,2.7,4.4,.619,0.0,0.0,,1.7,3.1,.541,1.6,2.3,3.9,0.3,0.4,1.2,0.8,2.4,7.1,8.20,,.607,.619,.000,.693,,,,,,,,12.0,,1.8,2.5,4.3,.242,Top60,56
james-gist-1,James Gist,21,Forward,206,106,2008,Maryland,ACC,33,33,32.0,5.9,11.8,.496,5.2,9.7,.538,0.7,2.2,.310,3.5,4.7,.737,1.8,6.1,7.9,1.4,1.3,2.3,2.7,3.1,15.9,7.28,,.564,.524,.182,.399,,,,13.3,9.0,,4.7,16.2,25.1,2.4,2.4,4.9,.184,Top60,57
joe-crawford-1,Joe Crawford,22,Guard,196,95,2008,Kentucky,SEC,30,22,33.6,6.3,13.4,.469,4.2,7.6,.548,2.1,5.8,.364,3.3,4.3,.762,1.0,2.6,3.6,2.1,0.6,0.2,2.8,2.7,17.9,7.09,,.581,.547,.431,.324,,,,6.7,16.0,,0.4,15.2,28.9,3.1,0.6,3.7,.146,Top60,58
deron-washington-1,Deron Washington,22,Forward,201,91,2008,Virginia Tech,ACC,35,35,33.1,4.2,10.1,.416,3.7,8.2,.451,0.5,1.9,.269,4.2,6.3,.671,2.0,4.5,6.5,2.3,1.0,0.6,2.1,2.9,13.1,6.54,,.502,.442,.190,.620,,,,11.3,14.2,,1.4,13.9,22.8,0.9,2.6,3.6,.123,Top60,59
anthony-morrow-1,Anthony Morrow,22,Guard,196,95,2008,Georgia Tech,ACC,32,32,29.7,4.8,10.5,.458,2.3,4.8,.471,2.5,5.7,.448,2.1,2.4,.859,1.2,2.9,4.1,1.1,1.1,0.3,1.0,1.9,14.3,9.57,,.611,.579,.539,.232,,,,8.0,6.8,,0.8,8.1,20.4,2.7,0.7,3.4,.145,Undrafted,80
reggie-williams-3,Reggie Williams,21,Forward,198,88,2008,VMI,Big South,25,21,35.1,10.8,20.4,.528,9.0,14.2,.637,1.7,6.2,.279,4.6,6.8,.671,3.7,6.0,9.7,3.9,2.2,0.7,3.0,2.1,27.8,-7.32,,.589,.571,.303,.334,,,,,,,,11.4,,3.2,1.8,4.9,.224,Undrafted,80
brian-roberts-1,Brian Roberts,22,Guard,188,79,2008,Dayton,A-10,34,34,34.7,6.1,12.9,.476,3.2,6.4,.498,2.9,6.5,.455,3.3,3.8,.860,0.2,2.6,2.8,3.4,0.4,0.1,2.8,1.8,18.4,4.06,,.629,.590,.503,.295,,,,5.2,23.9,,0.3,15.9,27.3,4.9,1.0,5.8,.198,Undrafted,80
greg-stiemsma-1,Greg Stiemsma,22,Center,211,117,2008,Wisconsin,Big Ten,35,7,11.5,1.5,2.7,.548,1.5,2.7,.548,0.0,0.0,,0.5,0.7,.826,1.1,2.0,3.1,0.7,0.4,1.1,0.7,1.5,3.5,6.73,,.582,.548,.000,.247,,,,16.2,13.6,,7.6,19.4,17.3,0.8,3.3,4.1,.406,Undrafted,80
sundiata-gaines-1,Sundiata Gaines,22,Guard,185,95,2008,Georgia,SEC,34,34,33.6,5.1,12.4,.414,3.9,8.2,.471,1.3,4.2,.301,3.2,5.3,.606,2.1,3.9,6.0,4.2,1.8,0.1,2.6,2.4,14.8,7.03,,.494,.465,.338,.426,,,,,,,,14.9,,0.8,2.3,3.1,.108,Undrafted,80
othyus-jeffers-1,Othyus Jeffers,22,Forward,196,95,2007,UIC,Horizon,32,32,33.0,5.6,11.9,.469,5.5,11.6,.478,0.1,0.4,.167,4.2,6.3,.665,3.2,5.4,8.6,2.6,1.7,0.2,2.9,2.6,15.4,1.09,,.517,.471,.031,.524,,,,,,,,16.2,,1.3,2.0,3.3,.125,Undrafted,80
gary-forbes-1,Gary Forbes,23,Forward,201,99,2008,UMass,A-10,36,36,33.7,6.5,15.9,.407,4.9,10.5,.467,1.6,5.4,.292,4.9,6.8,.720,1.8,5.7,7.5,3.0,1.1,0.7,3.1,2.4,19.4,3.77,,.508,.457,.341,.425,,,,11.4,17.8,,1.3,14.1,29.9,1.4,2.2,3.6,.119,Undrafted,80
othello-hunter-1,Othello Hunter,22,Forward,203,102,2008,Ohio State,Big Ten,37,37,27.3,4.3,7.2,.596,4.2,6.9,.607,0.1,0.2,.250,1.3,2.4,.545,2.5,4.0,6.5,0.8,0.6,1.5,1.4,2.4,9.9,7.97,,.596,.600,.030,.332,,,,,,,,14.7,,2.3,2.8,5.2,.205,Undrafted,80
rob-kurz-1,Rob Kurz,23,Forward,206,105,2008,Notre Dame,Big East,33,33,28.6,3.8,8.4,.450,2.6,5.4,.480,1.2,3.0,.394,3.7,4.3,.853,1.9,5.2,7.1,1.9,0.6,1.5,2.1,3.0,12.5,7.03,,.594,.520,.356,.514,,,,12.9,12.2,,3.2,16.4,21.0,2.3,2.9,5.2,.221,Undrafted,80
brian-butch-1,Brian Butch,23,Forward,211,106,2008,Wisconsin,Big Ten,36,36,24.6,4.5,9.9,.456,3.8,7.6,.500,0.7,2.3,.309,2.7,4.2,.647,2.1,4.4,6.6,0.8,0.6,0.8,1.4,1.9,12.4,6.73,,.523,.492,.228,.423,,,,16.2,8.2,,2.5,10.7,29.1,1.5,4.0,5.5,.248,Undrafted,80
trey-gilder-1,Trey Gilder,23,Forward,206,86,2008,Northwestern State,Southland,33,32,26.9,5.7,11.9,.480,5.2,9.8,.531,0.5,2.1,.243,4.5,5.8,.766,2.3,3.9,6.2,1.9,1.2,0.7,2.7,2.1,16.4,-2.70,,.559,.501,.178,.487,,,,,,,,15.5,,2.2,0.7,3.0,.135,Undrafted,80
mickell-gladness-1,Mickell Gladness,21,Forward,211,92,2008,Alabama A&M,SWAC,29,28,30.6,3.4,7.6,.452,3.4,7.5,.456,0.0,0.1,.000,3.5,5.0,.701,2.2,6.6,8.8,0.8,0.8,4.5,2.0,2.5,10.3,-12.97,,.520,.452,.009,.658,,,,,,,,17.0,,0.9,4.3,5.2,.233,Undrafted,80
steven-hill-1,Steven Hill,22,Center,213,112,2008,Arkansas,SEC,35,28,16.3,1.7,2.5,.678,1.7,2.5,.678,0.0,0.0,,0.9,1.5,.588,1.2,1.7,2.9,0.3,0.5,2.1,1.0,2.5,4.2,6.73,,.665,.678,.000,.586,,,,10.5,2.8,,9.3,23.9,12.5,1.2,2.0,3.2,.225,Undrafted,80
demarcus-nelson-1,DeMarcus Nelson,22,Guard,193,90,2008,Duke,ACC,34,34,30.9,5.1,10.3,.490,3.9,7.3,.532,1.2,3.0,.388,3.2,5.4,.601,1.4,4.4,5.8,2.9,1.6,0.3,2.5,2.3,14.5,9.28,,.564,.547,.293,.521,,,,10.2,17.5,,0.7,16.1,23.0,2.2,2.6,4.8,.182,Undrafted,80
marshall-brown-1,Marshall Brown,23,Forward,201,102,2008,Missouri,Big 12,31,3,13.1,1.7,4.1,.409,1.1,2.7,.422,0.5,1.4,.386,0.6,1.0,.625,0.7,1.2,1.9,0.9,0.5,0.3,0.8,1.3,4.5,6.87,,.496,.476,.346,.252,,,,,,,,15.0,,0.2,0.8,1.0,.101,Undrafted,80
chris-daniels-2,Chris Daniels,24,Center,213,120,2008,Texas A&M-Corpus Christi,Southland,29,29,27.6,4.5,8.9,.506,3.4,5.8,.580,1.1,3.0,.364,2.3,3.3,.691,1.7,4.5,6.2,1.6,0.4,1.7,2.0,3.0,12.4,-2.82,,.592,.568,.342,.377,,,,12.6,14.9,,4.5,16.3,22.2,2.2,1.3,3.5,.174,Undrafted,80
marcus-dove-1,Marcus Dove,23,Guard,206,97,2008,Oklahoma State,Big 12,33,33,33.9,3.4,7.9,.433,2.6,5.4,.489,0.8,2.5,.313,1.9,2.9,.653,1.9,3.8,5.7,1.2,1.9,1.1,1.7,3.2,9.5,7.67,,.513,.483,.318,.364,,,,10.2,7.7,,2.6,15.7,16.6,0.8,2.4,3.2,.114,Undrafted,80
dion-dowell-1,Dion Dowell,23,Forward,201,92,2008,Houston,CUSA,34,30,29.2,3.5,8.3,.426,1.4,3.0,.456,2.1,5.3,.408,1.7,1.9,.879,2.4,4.4,6.8,1.0,0.6,1.5,1.1,3.2,10.9,-0.16,,.592,.555,.635,.234,,,,12.2,6.7,,3.7,10.3,16.8,2.1,3.3,5.3,.215,Undrafted,80
moses-ehambe-1,Moses Ehambe,22,Forward,196,97,2008,Oral Roberts,Summit,33,33,26.7,4.0,9.9,.405,1.4,3.5,.404,2.6,6.4,.406,1.1,1.3,.860,0.4,1.9,2.3,1.3,0.4,0.1,1.0,1.0,11.7,-0.26,,.559,.537,.650,.132,,,,4.9,11.1,,0.2,8.7,22.4,1.9,0.9,2.8,.127,Undrafted,80
cj-giles-1,C.J. Giles,22,Forward,211,108,2008,Oregon State,Pac-10,10,6,18.1,2.5,5.9,.424,2.4,5.2,.462,0.1,0.7,.143,1.2,1.8,.667,2.3,3.3,5.6,0.4,0.3,1.6,1.5,4.0,6.3,7.34,,.466,.432,.119,.305,,,,17.3,5.4,,6.7,18.2,23.1,0.0,0.7,0.6,.141,Undrafted,80
stefhon-hannah-1,Stefhon Hannah,23,Guard,185,83,2008,Missouri,Big 12,20,19,28.1,5.0,11.5,.430,2.7,5.7,.478,2.3,5.9,.385,2.5,3.3,.758,0.8,2.2,3.0,5.3,1.9,0.1,2.9,2.8,14.7,6.87,,.561,.528,.509,.287,,,,,,,,18.2,,1.3,1.1,2.4,.170,Undrafted,80
michael-jenkins-2,Michael Jenkins,21,Guard,190,88,2008,Winthrop,Big South,34,34,31.9,4.9,11.7,.416,2.7,5.8,.465,2.2,5.9,.368,2.0,2.8,.713,0.9,3.2,4.1,2.5,1.1,0.4,1.9,2.3,13.9,-1.45,,.533,.509,.504,.236,,,,7.8,18.3,,1.0,12.4,24.8,1.9,2.5,4.4,.161,Undrafted,80
michael-lee-2,Michael Lee,22,Forward,203,97,2008,St. Bonaventure,A-10,30,30,36.3,6.4,13.2,.486,5.4,10.4,.514,1.1,2.8,.381,3.6,5.1,.704,2.3,5.7,8.0,1.4,1.5,0.5,2.9,2.1,17.5,1.08,,.559,.526,.212,.383,,,,13.0,10.2,,1.0,15.5,26.5,2.4,0.7,3.1,.115,Undrafted,80
longar-longar-1,Longar Longar,25,Center,211,106,2008,Oklahoma,Big 12,33,22,25.8,4.4,9.1,.488,4.4,9.1,.488,0.0,0.0,,2.5,4.2,.604,2.0,3.6,5.6,1.3,0.2,1.0,2.6,2.6,11.4,7.85,,.515,.488,.000,.465,,,,12.9,12.4,,2.8,19.2,28.0,1.0,1.9,3.0,.139,Undrafted,80
kurt-looby-1,Kurt Looby,24,Forward,208,95,2008,Iowa,Big Ten,32,12,18.3,1.6,2.3,.667,1.6,2.3,.667,0.0,0.0,,0.5,1.1,.417,1.5,3.1,4.6,0.5,0.5,1.3,1.0,1.4,3.6,5.23,,.624,.667,.000,.480,,,,,,,,25.8,,1.0,1.4,2.4,.161,Undrafted,80
james-mays-1,James Mays,22,Center,206,104,2008,Clemson,ACC,29,28,27.3,4.3,8.9,.483,4.2,8.4,.500,0.1,0.5,.200,1.9,3.5,.549,3.4,3.4,6.8,2.0,1.7,0.7,2.4,2.4,10.7,9.08,,.503,.488,.058,.394,,,,,,,,,,,,,,Undrafted,80
bo-mccalebb-1,Bo McCalebb,23,Guard,183,81,2008,New Orleans,Sun Belt,32,32,33.3,8.2,16.1,.506,6.7,12.5,.535,1.5,3.6,.405,5.4,7.0,.772,1.6,2.9,4.5,3.1,2.4,0.1,2.3,2.7,23.2,-3.56,,.596,.551,.225,.434,,,,,,,,10.6,,4.4,1.6,6.0,.225,Undrafted,80
taj-mccullough-1,Taj McCullough,21,Forward,201,100,2008,Winthrop,Big South,34,32,28.3,4.4,9.4,.467,3.7,6.8,.541,0.7,2.6,.273,2.1,3.6,.603,1.7,4.1,5.8,1.4,1.4,0.5,1.8,2.5,11.6,-1.45,,.525,.505,.276,.379,,,,12.2,11.2,,1.3,14.1,24.2,1.3,3.0,4.3,.179,Undrafted,80
drew-naymick-1,Drew Naymick,23,Center,208,113,2008,Michigan State,Big Ten,36,23,21.2,1.8,2.8,.650,1.8,2.8,.657,0.0,0.0,.000,0.7,0.9,.774,1.2,2.9,4.1,0.4,0.3,1.7,0.7,2.5,4.3,7.68,,.671,.650,.010,.310,,,,11.6,3.2,,5.7,17.9,9.5,1.4,2.5,3.8,.201,Undrafted,80
drew-neitzel-1,Drew Neitzel,23,Guard,183,83,2008,Michigan State,Big Ten,36,35,31.6,4.6,11.3,.405,1.9,4.5,.417,2.7,6.8,.398,2.1,2.4,.860,0.4,2.1,2.5,4.0,1.0,0.1,1.4,1.6,13.9,7.68,,.559,.525,.600,.211,,,,4.7,24.8,,0.1,10.2,22.7,2.5,1.5,4.0,.139,Undrafted,80
david-padgett-1,David Padgett,23,Center,211,113,2008,Louisville,Big East,26,20,23.5,4.3,6.5,.667,4.3,6.5,.667,0.0,0.0,,2.5,3.8,.660,1.8,3.0,4.8,2.0,0.4,1.1,1.5,2.7,11.2,8.00,,.673,.667,.000,.595,,,,11.4,18.4,,3.4,15.7,21.2,2.6,1.9,4.5,.293,Undrafted,80
shaun-pruitt-1,Shaun Pruitt,22,Center,208,111,2008,Illinois,Big Ten,34,33,27.0,4.8,8.4,.572,4.8,8.4,.572,0.0,0.0,,3.0,5.3,.564,3.1,4.1,7.3,0.8,0.5,0.6,2.1,2.5,12.6,8.46,,.577,.572,.000,.628,,,,,,,,16.5,,2.5,2.6,5.1,.223,Undrafted,80
charles-rhodes-1,Charles Rhodes,23,Forward,203,111,2008,Mississippi State,SEC,31,29,31.5,6.9,12.3,.562,6.8,12.1,.563,0.1,0.2,.500,3.5,5.1,.673,2.9,4.9,7.8,0.9,0.5,1.4,2.4,2.4,17.4,5.74,,.589,.566,.016,.417,,,,13.0,7.0,,2.8,13.9,26.8,3.1,2.1,5.2,.214,Undrafted,80
maureece-rice-1,Maureece Rice,24,Guard,185,101,2008,George Washington,A-10,22,22,28.0,3.2,9.4,.345,1.7,4.7,.365,1.5,4.6,.324,1.3,1.5,.824,0.7,2.0,2.7,2.7,0.7,0.1,1.7,1.1,9.2,3.15,,.457,.425,.495,.165,,,,5.4,21.7,,0.4,14.3,21.6,-0.1,0.5,0.3,.021,Undrafted,80
jason-richards-1,Jason Richards,22,Guard,188,83,2008,Davidson,Southern,36,36,35.1,4.3,10.3,.412,2.6,5.3,.503,1.6,5.1,.319,2.6,3.5,.744,0.5,2.6,3.1,8.1,1.4,0.1,2.9,1.6,12.7,1.66,,.531,.491,.491,.337,,,,,,,,19.5,,1.7,2.7,4.4,.140,Undrafted,80
frank-robinson-1,Frank Robinson,24,Guard,193,99,2008,Cal State Fullerton,Big West,32,32,30.7,5.5,12.1,.451,3.8,7.3,.524,1.7,4.8,.342,3.3,4.4,.738,2.1,4.8,6.9,2.5,1.2,0.5,2.3,2.7,15.8,-3.06,,.557,.519,.399,.363,,,,12.7,14.6,,1.1,14.0,25.3,2.1,2.5,4.6,.186,Undrafted,80
russell-robinson-1,Russell Robinson,22,Guard,185,92,2008,Kansas,Big 12,40,40,27.5,2.1,5.0,.424,1.2,2.2,.557,0.9,2.8,.318,2.2,2.8,.779,0.5,2.3,2.8,4.1,2.0,0.4,2.1,1.9,7.3,8.20,,.578,.513,.556,.571,,,,,,,,24.8,,1.7,2.9,4.6,.166,Undrafted,80
jajuan-smith-1,JaJuan Smith,22,Guard,188,88,2008,Tennessee,SEC,36,36,27.6,4.8,10.5,.462,2.3,3.7,.604,2.6,6.8,.383,2.2,2.8,.765,0.7,3.0,3.7,2.3,1.7,0.0,1.7,2.4,14.4,7.84,,.610,.585,.645,.271,,,,,,,,12.5,,3.2,1.9,5.0,.202,Undrafted,80
lanny-smith-1,Lanny Smith,23,Guard,190,87,2008,Houston,CUSA,29,22,20.4,1.4,4.6,.306,1.0,2.5,.389,0.4,2.1,.210,2.2,2.7,.833,0.1,1.4,1.5,3.7,0.7,0.0,1.8,1.7,5.5,-0.16,,.468,.354,.463,.582,,,,3.9,31.8,,0.0,23.7,18.1,0.1,0.9,1.0,.068,Undrafted,80
mark-tyndale-1,Mark Tyndale,22,Guard,196,95,2008,Temple,A-10,34,34,37.4,5.2,10.7,.488,4.3,8.2,.525,0.9,2.6,.368,4.5,6.3,.710,1.3,5.9,7.2,4.3,1.6,0.6,3.4,2.2,15.9,4.57,,.579,.532,.238,.586,,,,,,,,20.0,,3.0,1.5,4.5,.140,Undrafted,80
